CampaignId,EntryNo,RegistrationNo,NoClaimBonus,InsCompany,InsId,FLData,FLResponse,FLStatus,PBVehicleId,SQRequest,SQResponse,SQStatus,SQCount
11660,CHE-0614987-01,TN18U3119,20,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11661,CHE-0413194-01-R-1,TN19D7272,20,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11662,CHE-0617527-01,TN19K6815,35,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11663,CHE-0203856-01-R-3,TN20CZ9414,20,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11664,CHE-0291798-01-R-2,TN22CA8456,25,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11665,CHE-0603789-01,TN22CK7327,35,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11666,CHE-0600131-01,TN22CK7579,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11667,CHE-0290121-01-R-2,TN22CL0541,35,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11668,CHE-0621477-01,TN22CL0573,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11669,CHE-0197180-01-R-4,TN22CY1342,0,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11670,CHE-0600552-01,TN22DA0537,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11671,CHE-0397257-02,TN22DA0970,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11672,HYD-0449594-01-R-1,TS07EB7430,25,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11673,HYD-0407681-01-R-1,TS07EE0011,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11674,HYD-0632233-01,TS07EQ5338,0,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11675,HYD-0606398-01,TS07ET7556,0,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11676,AHD-0205510-01-R-3-ED-2,TS07FE7546,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11677,HYD-0659772-01,TS08EN5728,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11678,HYD-0406184-01-R-1,TS09EA3725,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11679,HYD-0605284-01,TS09EA5557,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11680,HYD-0406088-01-R-1,TS09EA5891,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11681,HYD-0620184-01,TS09EB5058,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11682,HYD-0619850-01,TS09EB8292,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11683,HYD-0619846-01,TS09EG4441,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11684,HYD-0631986-01,TS09EG9693,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11685,HYD-0449187-01-R-1,TS09EH0818,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11686,MUM-0057557-122-R-1,TS09UA0050,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11687,HYD-0477094-47,TS09UA3234,20,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11688,HYD-0377660-65-R-1,TS09UA3313,20,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11689,MUM-0057557-1183,TS09UA3335,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11690,HYD-0598835-01,TS10EA2864,25,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11691,MUM-0606310-01,TS10EA6113,25,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11692,HYD-0619885-01,TS10EA6520,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11693,HYD-0605966-01,TS10EE0018,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11694,HYD-0619279-01,TS10EE0271,20,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11695,HYD-0410688-01-R-1,TS10EE1600,50,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11696,HYD-0160023-02-R-1,TS10UA2210,0,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11697,HYD-0599984-01,TS11ED4695,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11698,HYD-0449602-01-R-1,TS13UA04464,25,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11699,DEL-0615931-01,UK06X5855,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11700,DEL-0402908-01-R-1,UK08Y2857,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11701,DEL-0605119-01,UK148161,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11702,DEL-0604272-01,UP12AC8823,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11703,DEL-0615991-01,UP12T5097,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11704,DEL-0616665-01,up14bk6269,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11705,DEL-0451738-01-R-1,UP14BQ8247,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11706,DEL-0622283-01,UP14BS5131,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11707,DEL-0294759-01-R-2,UP14BS9478,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11708,DEL-0623871-01,UP14BZ5590,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11709,DEL-0615926-01,up14ca2575,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11710,DEL-0619643-01,UP14CH1710,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11711,DEL-0621641-01-ED-1,UP14CH2002,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11712,DEL-0197222-01-R-3,DL04CAP8817,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11713,DEL-0619070-01,DL04CAQ4640,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11714,DEL-0407226-01-R-1,DL04CAT0386,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11715,DEL-0597107-01,DL04CBA2806,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
11716,DEL-0203365-01-R-3,DL04CNA1965,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11717,DEL-0203521-01-R-3,DL04CNA7348,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11718,DEL-0205294-01-R-3,DL04CND4577,65,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11719,DEL-0620853-01,DL04CND5800,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11720,DEL-0630799-01,DL04CNE9086,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11721,MUM-0451564-01-R-1,DL04CR9606,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11722,DEL-0402360-01-R-1,DL05CE4569,45,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11723,DEL-0402896-01-R-1,DL05CK7648,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11724,DEL-0010569-01-R-8,DL07CG1555,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11725,DEL-0284101-01-R-2,DL07CL5516,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11726,DEL-0620764-01,DL07CP7583,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11727,DEL-0613971-01,DL07CS0111,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11728,DEL-0606269-01,DL07CT2448,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11729,DEL-0606334-01,dl08caa5003,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11730,DEL-0622499-01,DL08CAA5384,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11731,DEL-0599685-01,DL08CAB2315,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11732,DEL-0614702-01,DL08CAE0375,35,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
11733,DEL-0566186-02,DL08CAF6077,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11734,DEL-0619097-01,DL08CAH6006,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11735,DEL-0412398-02,DL08CAM1023,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11736,DEL-0413083-01-R-1,DL08CCQ0777,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11737,DEL-0451510-01-R-1,DL08CNA1949,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11738,DEL-0283720-01-R-2,DL08CNB6294,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11739,DEL-0621397-01,DL08CP8954,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11740,DEL-0198006-01-R-3,DL08CQ9252,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11741,DEL-0295018-01-R-2,DL08CR9247,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11742,DEL-0135256-01-R-4,DL08CT9546,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11743,DEL-0206770-01-R-3,DL08CW5767,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11744,DEL-0407535-01-R-1,DL08CZ4329,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11745,DEL-0605841-01,DL08CZ4481,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11746,DEL-0407449-01-R-1,DL08LY0782,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11747,DEL-0630970-01,DL09CAA8905,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11748,DEL-0620496-01,DL09CAF0129,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11749,DEL-0412970-01-R-1,DL09CAG0410,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11750,DEL-0414142-01-R-1,DL09CAJ2385,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11751,MUM-0122541-621-R-1,DL09CAL4849,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11752,MUM-0126212-1100-ED-1,DL09CAL5025,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11753,DEL-0210096-01-R-2,DL09CH2301,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11754,DEL-0604105-01,DL09CT4824,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11755,DEL-0285546-01-R-2,DL09CT5205,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11756,DEL-0619748-01,DL09CU1825,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11757,DEL-0410019-01-R-1,DL10CC1877,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11758,DEL-0209008-02-R-1,DL10CD4258,50,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11759,DEL-0282573-01-R-2,DL10CD4327,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11760,DEL-0619142-01,DL10CD4533,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11761,DEL-0619053-01,DL10CD4692,35,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
11762,DEL-0604246-01,DL10CF0566,45,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
11763,MUM-0126212-743-R-1,DL10CF5534,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11764,DEL-0615759-01,DL10CT2063,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11765,DEL-0371766-02-R-2,DL12CA5445,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11766,DEL-0586636-08,DL12CA6058,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11767,DEL-0622565-01,DL12CAT1839,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11768,DEL-0623378-01,DL12CC6453,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11769,DEL-0607442-01,DL12CE8835,25,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
11770,DEL-0450738-01-R-1,DL12CE9125,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11771,DEL-0614200-01,DL12CG4355,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11772,DEL-0614394-01,DL12CG4373,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11773,DEL-0616595-01,DL13C2135,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11774,DEL-0284412-01-R-1,DL13CC2151,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
11775,DEL-0288139-01-R-2,DL140C1139,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11776,DEL-0450072-01-R-1,DL14C0537,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11777,DEL-0407425-01-R-1,DL14C1144,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11778,DEL-0404252-01-R-1,DL14C1592,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11779,DEL-0449821-01-R-1,DL14C1626,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11780,DEL-0605134-01-ED-1,DL1CM9299,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11781,DEL-0416352-70,DL1YE5983,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11782,DEL-0400947-01-R-1,DL2CAT1292,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11783,DEL-0620462-01,DL2CAT9448,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11784,DEL-0217564-02,DL2CAT9468,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11785,DEL-0616159-01,DL2CAU1214,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11786,DEL-0616167-01-ED-2,DL3BW3028,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11787,DEL-0623941-01,DL3CAY7050,25,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11788,DEL-0409619-01-R-1,DL3CBE8129,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11789,DEL-0614896-01,DL3CBV3775,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11790,DEL-0288635-01-R-1,DL3CBY1290,50,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
11791,DEL-0616703-01,DL3CCD0457,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11792,RJK-0604053-01,GJ14E5022,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11793,RJK-0293337-01-R-2,GJ14E9378,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11794,SRT-0630353-01,GJ15AD6730,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11795,SRT-0714193-01,GJ15CA4523,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11796,SRT-0623531-01,GJ15CB2175,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11797,SRT-0605058-01,GJ15CD4961,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11798,AHD-0603736-01,GJ15CD5526,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11799,SRT-0614560-02,GJ15CD5684,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11800,SRT-0622941-01,GJ15CD6252,20,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11801,SRT-0091195-02-R-1,GJ15CD8919,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11802,SRT-0091195-02-R-1-ED-1,GJ15CD8919,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11803,BRD-0413980-01-R-1,GJ15TD5892,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11804,RJK-0620394-01,GJ16AA7019,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11805,SRT-0603575-01,GJ16AP6566,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11806,BRD-0237097-01-R-2,GJ16BB3853,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11807,SRT-0408539-01-R-1,GJ16BN8498,20,ROYAL SUNDARAM ALLIANCE INSURANCE COMPANY LTD,10,,,0,0,,,0,0
11808,AHD-0005927-01-R-8,GJ18AB4694,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11809,AHD-0617011-01,GJ18AC2240,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11810,AHD-0014589-01-R-8,GJ18AC5944,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11811,AHD-0413576-01-R-1,GJ18AC6652,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11812,AHD-0138731-01-R-4,GJ18AM1582,50,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
11813,AHD-0414949-01-R-1,GJ18AM6114,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11814,AHD-0301918-02-R-1,GJ18AX1532,25,THE NEW INDIA ASSURANCE CO LTD,12,,,0,0,,,0,0
11815,AHD-0615113-01,GJ18AX2522,25,THE NEW INDIA ASSURANCE CO LTD,12,,,0,0,,,0,0
11816,AHD-0475072-01-R-1,GJ18BA7705,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11817,AHD-0449764-01-R-1,GJ18BA7926,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11818,AHD-0483548-01-R-1,GJ18BA8073,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11819,AHD-0291569-01-R-2,GJ18BA9110,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11820,AHD-0186455-01-R-2,GJ18BB4939,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11821,AHD-0617078-01,GJ18BB6054,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11822,AHD-0138425-01-R-4,GJ18BB7020,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11823,AHD-0601765-01,GJ18BC5141,0,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11824,AHD-0601011-01,GJ18BD6820,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11825,AHD-0614558-01,GJ18BD7287,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11826,AHD-0619477-02,GJ18BD7697,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11827,AHD-0002013-10,GJ18BD7713,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11828,AHD-0616685-01,GJ18BD7935,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11829,AHD-0621455-01,GJ18BE0011,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11830,AHD-0622781-01,GJ18BE0717,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
11831,AHD-0290381-02-R-2,GJ18BE0732,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11832,AHD-0622899-01,GJ18BE4500,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11833,AHD-0630070-01,GJ18BE6969,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11834,AHD-0619496-01,GJ18BE8686,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11835,SRT-0207098-01-R-3,GJ19AA2410,25,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11836,SRT-0371229-02-R-2,GJ19AA5247,25,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11837,SRT-0288391-01-R-1-ED-1,GJ19AA5298,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11838,IND-0616563-01,MP09CR5953,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11839,IND-0607281-01,MP09CR5989,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11840,IND-0600186-01,MP09CR6653,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
11841,IND-0621413-01,MP09CR6865,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11842,IND-0621957-01,MP09CR7242,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
11843,IND-0604613-01,MP09CR9664,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11844,IND-0617391-01,MP09HD2683,0,ROYAL SUNDARAM ALLIANCE INSURANCE COMPANY LTD,10,,,0,0,,,0,0
11845,IND-0619779-01,MP09KC2555,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11846,IND-0601142-01,MP09QB1000,25,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
11847,IND-0616453-01,MP13CB3730,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11848,IND-0137835-01-R-4,MP13DP0999,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11849,IND-0607097-01,MP20BA2768,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11850,IND-0285147-01-R-1,MP20CC8005,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11851,IND-0603872-01,MP20CE2262,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11852,IND-0631621-01,MP20CE4141,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11853,IND-0614889-01,MP20CE9178,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11854,IND-0629902-01,MP20CF0284,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
11855,MUM-0606924-01,OR02AY5422,65,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11856,HYD-0646364-01,OR07Y0274,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
11857,DEL-0622886-01,PB01A7486,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
11858,AGR-0618734-01,pb02bd1784,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11859,LDH-0621905-01,PB02BW3937,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11860,MOH-0412991-01-R-1,PB03AB2340,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
11861,LDH-0630504-01,PB10BK4466,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11862,LDH-0622723-01,PB10BQ9813,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11863,PUN-0292544-01-R-2,PB10BZ2807,25,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
11864,LDH-0603182-01,PB10CP2749,0,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
11865,DEL-0453177-01-R-1,PB10CX4418,20,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
11866,LDH-0615881-01,PB10DT3300,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
11867,LDH-0631804-01,PB10EA9662,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
11868,LDH-0623950-01,PB10FH1273,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
